Wahltermin;Kandidatennummer;Titel;Nachname;Vorname;Jahrgang;Partei;Wahlkreis;Bundesland;Listenplatz
;;;Stahl;Christian;1975;CDU;;Hessen;30
;;;Staib;Rainer;1969;CDU;;Baden-Württemberg;48
;;;Stalleicher;Josef;1950;BüSo;;Hessen;9
;;;Stalleicken;Martina;1979;MLPD;;Nordrhein-Westfalen;11
;;;Stamm;Markus;1970;ödp;;Nordrhein-Westfalen;8
;;;Stamm;Thomas;1968;DIE LINKE;;Thüringen;14
;;;Stamm-Fibich;Martina;1965;SPD;242;Bayern;38
;;;Stanglmaier;Dr. Michael;1963;GRÜNE;215;;
;;;Stapel;Eduard;1953;GRÜNE;67;;
;;;Staratschek;Felix Johannes;1966;ödp;100;Nordrhein-Westfalen;9
;;;Stark-Watzinger;Bettina;1968;FDP;181;Hessen;9
;;;Staszewski;Alina;1986;REP;;Bayern;10
;;;Stauch;Detlev;1953;REP;;Thüringen;2
;;;Stauche;Carola;1952;CDU;196;Thüringen;6
;;;Staudenhöchtl;Peter;1955;REP;;Bayern;12
;;;Staudt;Alfred;1958;SPD;;Saarland;6
;;;Stauffer;Horst;1934;ödp;;Rheinland-Pfalz;13
;;;Stawitz;Ingo;1950;NPD;7;Schleswig-Holstein;4
;;;Steck;Britta;1965;GRÜNE;201;Rheinland-Pfalz;7
;;;Stefanutti-Bscheidl;Anna-Elisabeth;1955;BP;225;;
;;;Steffel;Dr. Frank;1966;CDU;78;Berlin;4
;;;Steffen;Sonja Amalie;1963;SPD;15;Mecklenburg-Vorpommern;2
;;;Steidle;Manfred;1958;DIE LINKE;269;;
;;;Steiger;Günther;1958;BP;;Bayern;44
;;;Steigert;Marco Klaus Willy;1974;REP;208;Rheinland-Pfalz;4
;;;Stein;Dr. Dieter;1957;MLPD;;Hessen;6
;;;Stein;Horst-Peter;1960;FDP;59;;
;;;Stein;Kevin;1984;NPD;1;;
;;;Stein;Peter;1968;CDU;14;Mecklenburg-Vorpommern;7
;;;Stein;Uli;1957;ödp;;Baden-Württemberg;10
;;;Steinbach;Erika;1943;CDU;183;Hessen;3
;;;Steinberg;Wilfried;1940;REP;;Brandenburg;1
;;;Steinbiß;Holger;1971;NPD;145;;
;;;Steinbrück;Peer;1947;SPD;105;Nordrhein-Westfalen;3
;;;Steinecke;Dieter;1954;SPD;32;Niedersachsen;20
;;;Steiner;Dorothea;1948;GRÜNE;40;Niedersachsen;3
;;;Steinheuer;Christina Theresa;1979;FDP;199;Rheinland-Pfalz;13
;;;Steinke;Lilli;1941;Volksabst.;;Baden-Württemberg;9
;;;Steinle;Frank-Thomas;1962;VIOLETTEN;;Bayern;14
;;;Steinleitner;Alfred;1960;NPD;227;;
;;;Steinmeier;Dr. Frank-Walter;1956;SPD;61;Brandenburg;1
;;;Steinmeyer;Sven;1973;;220;;
;;;Steinwender;Tom;1978;GRÜNE;;Rheinland-Pfalz;12
;;;Stengel;Frank Alfred;1969;Freie Union;257;;
;;;Stenglein;Claus;1957;SPD;240;Bayern;39
;;;Stephan;Margitta Gisela;1964;;257;;
;;;Stephany;André;1989;CDU;;Baden-Württemberg;51
;;;Steppuhn;Andreas;1962;SPD;69;Sachsen-Anhalt;6
;;;Sterk;Stephan Peter;1965;VIOLETTEN;;Bayern;9
;;;Stetten von;Christian Alexander;1970;CDU;268;;
;;;Steup;Christian;1978;NPD;84;Rheinland-Pfalz;3
;;;Stiefel;Hendrik;1983;PIRATEN;;Thüringen;6
;;;Stier;Dieter;1964;CDU;74;Sachsen-Anhalt;7
;;;Stier;Franziska;1984;DIE LINKE;287;Baden-Württemberg;11
;;;Stierlin;Frank Joachim;1950;MLPD;;Nordrhein-Westfalen;25
;;;Stiewe;Hauke;1971;;84;;
;;;Stiffel;Sebastian;1984;PIRATEN;;Mecklenburg-Vorpommern;1
;;;Stinner;Dr. Rainer;1947;FDP;219;Bayern;3
;;;Stockert;Madeleine;1947;MLPD;208;Rheinland-Pfalz;1
;;;Stockhausen von;Hans-Achim;1945;FDP;133;Nordrhein-Westfalen;53
;;;Stockschläger;Hans Joachim;1959;FDP;110;Nordrhein-Westfalen;26
;;;Stodt-Kirchholtes;Christiane;1962;GRÜNE;;Schleswig-Holstein;7
;;;Stöber;Sebastian;1977;NPD;37;;
;;;Stöckel;Daniel;1979;ödp;;Baden-Württemberg;8
;;;Stöckel;Volker;1966;;40;;
;;;Stoll;Matthias;1965;PIRATEN;;Niedersachsen;4
;;;Stoltenberg;Peter;1949;GRÜNE;8;;
;;;Stompfe;Phillip;1984;CDU;;Hessen;35
;;;Storjohann;Gero;1958;CDU;8;Schleswig-Holstein;5
;;;Storm;Andreas;1964;CDU;186;Hessen;5
;;;Stoßno;Axel;1967;FDP;;Bayern;39
;;;Stossun;Veronika;1949;DIE LINKE;270;;
;;;Stracke;Stephan;1974;CSU;257;;
;;;Strässer;Christoph;1949;SPD;130;Nordrhein-Westfalen;8
;;;Stratmann;Hanna Bettina;1958;DIE LINKE;203;;
;;;Straub;Stefan;1945;DIE LINKE;289;;
;;;Straubinger;Max;1954;CSU;230;;
;;;Strauchmann;Rüdiger Wilhelm;1950;DIE LINKE;;Schleswig-Holstein;8
;;;Strausdat;Axel;1963;DIE LINKE;;Bremen;6
;;;Strebl;Matthäus;1952;CSU;;Bayern;20
;;;Strehl;Dietmar;1956;GRÜNE;59;;
;;;Strehlke;Reinhard;1954;SPD;256;Bayern;33
;;;Streitle;Ludwig;1947;REP;;Bayern;19
;;;Strengmann-Kuhn;Wolfgang;1964;GRÜNE;181;Hessen;6
;;;Strenz;Karin;1967;CDU;12;Mecklenburg-Vorpommern;5
;;;Strickner;Gerald;1953;BüSo;223;Bayern;3
;;;Striegel;Sebastian;1981;GRÜNE;;Sachsen-Anhalt;4
;;;Striewe;Friedbert;1958;GRÜNE;153;;
;;;Strobl;Thomas;1960;CDU;267;Baden-Württemberg;5
;;;Ströbele;Hans-Christian;1939;GRÜNE;84;;
;;;Stroedter;Jörg Klaus Hartmut;1954;SPD;78;Berlin;6
;;;Strothmann;Lena;1952;CDU;133;Nordrhein-Westfalen;15
;;;Strub;Nikolai;1960;;8;;
;;;Strube;Walter;1952;CDU;;Mecklenburg-Vorpommern;11
;;;Strüker;Udo;1956;DIE LINKE;138;;
;;;Strutz;Pamela;1979;DIE LINKE;;Nordrhein-Westfalen;23
;;;Struzyna;Joachim;1955;MLPD;291;Baden-Württemberg;9
;;;Struzyna;Susanne;1956;MLPD;;Baden-Württemberg;6
;;;Stüber;Sabine Ursula;1953;DIE LINKE;58;Brandenburg;9
;;;Stübgen;Michael;1959;CDU;66;Brandenburg;2
;;;Stünker;Joachim;1948;SPD;35;Niedersachsen;16
;;;Stürtz;Heinrich;1949;DIE LINKE;278;;
;;;Stützer;Tobias;1981;DIE LINKE;286;;
;;;Stüwe;Arvid;1976;PIRATEN;;Niedersachsen;7
;;;Sturm;Erich Walter;1961;PIRATEN;;Bremen;1
;;;Sturm;Jan;1965;NPD;83;Berlin;4
;;;Sturm;Ulrike;1961;GRÜNE;269;;
;;;Suchanek;Astrid;1946;Tierschutz;;Baden-Württemberg;3
;;;Suding;Katja;1975;FDP;20;Hamburg;6
;;;Sudmann;Heike;1962;DIE LINKE;;Hamburg;3
;;;Sudmann;Wilhelm;1960;NPD;26;;
;;;Sühl;Dr. Klaus;1951;DIE LINKE;161;Sachsen;10
;;;Sünder;Claudia;1969;SPD;270;;
;;;Süßenbach;Lydia;1937;PBC;;Bayern;12
;;;Süßmair;Alexander;1977;DIE LINKE;252;Bayern;6
;;;Sütterlin-Waack;Dr. Sabine;1958;CDU;;Schleswig-Holstein;13
;;;Suhr;Stefan;1979;NPD;;Mecklenburg-Vorpommern;9
;;;Sulzmann;Peter;1964;SPD;;Hessen;37
;;;Summerer;Christa;1958;BP;;Bayern;45
;;;Susemichel;Ralf;1962;SPD;;Hessen;38
;;;Susemihl;Dirk;1969;NPD;17;;
;;;Swillus-Knöchel;Cornelia;1963;DIE LINKE;121;;
;;;Symann;Malte Maximilian Andreas Gabriel;1988;CSU;;Bayern;59
;;;Syré;Jan;1962;FDP;62;Brandenburg;6
;;;Szymanska;Dorota;1965;GRÜNE;48;;
;;;Tabillion;Dr. Rainer;1950;SPD;298;Saarland;4
;;;Tack;Kerstin;1968;SPD;42;Niedersachsen;27
;;;Tackmann;Dr. Kirsten;1960;DIE LINKE;57;Brandenburg;3
;;;Tandetzke;Roland;1965;REP;;Nordrhein-Westfalen;15
;;;Tangeten;Martin;1978;;56;;
;;;Tartz;Jürgen;1969;FAMILIE;80;;
;;;Tauber;Dr. Peter;1974;CDU;180;Hessen;13
;;;Tauscher;Dr. Ludwig;1956;CDU;207;Rheinland-Pfalz;15
;;;Tausend;Claudia;1964;SPD;219;Bayern;22
;;;Tegel;Adolf;1955;Tierschutz;;Hessen;4
;;;Teichmann;Gabriele;1959;SPD;276;Baden-Württemberg;23
;;;Teiser;Michael;1951;CDU;;Bremen;2
;;;Tempel;Frank;1969;DIE LINKE;195;Thüringen;4
;;;Tendler;Dietmar;1952;SPD;98;Nordrhein-Westfalen;71
;;;Terpe;Dr. Harald;1954;GRÜNE;14;Mecklenburg-Vorpommern;1
;;;Terwiesche;Dr. Michael;1964;FDP;115;Nordrhein-Westfalen;38
;;;Teske;Uwe;1961;;155;;
;;;Tetzner;Philipp;1981;REP;;Bayern;18
;;;Teuchner;Jella;1956;SPD;229;Bayern;18
;;;Thalheim;Hendrik;1960;DIE LINKE;156;;
;;;Thanheiser;Evi Manuela;1968;SPD;;Bayern;51
;;;Thannheimer;Claudia;1966;CDU;;Baden-Württemberg;24
;;;Thau;Monika;1955;Tierschutz;;Nordrhein-Westfalen;1
;;;Theis;Klaus;1957;ödp;;Rheinland-Pfalz;8
;;;Theißen;Andreas;1972;NPD;;Mecklenburg-Vorpommern;6
;;;Theißen;Roswitha;1960;NPD;116;;
;;;Theißen;Rudi Frank;1959;NPD;117;;
;;;Thiedemann;Renate;1963;SPD;;Schleswig-Holstein;12
;;;Thiel;Margret;1945;ödp;;Nordrhein-Westfalen;6
;;;Thiele;Carl-Ludwig;1953;FDP;40;Niedersachsen;1
;;;Thieme;Axel;1949;NPD;143;Nordrhein-Westfalen;5
;;;Thierse;Wolfgang;1943;SPD;77;Berlin;1
;;;Thiery;Gabriele;1967;CDU;;Saarland;21
;;;Thies;Andreas Georg;1962;SPD;;Niedersachsen;36
;;;Thiesen;Bodo;1980;PIRATEN;;Rheinland-Pfalz;7
;;;Thiesen;Holger;1954;;4;;
;;;Thießen;Jörn;1961;SPD;3;Schleswig-Holstein;8
;;;Thönnes;Franz;1954;SPD;8;Schleswig-Holstein;3
;;;Thom;Sebastian;1986;NPD;79;;
;;;Thomae;Stephan;1968;FDP;256;Bayern;11
;;;Thomas;Frank;1967;;51;;
;;;Thomas;Heiko;1969;GRÜNE;77;Berlin;10
;;;Thomas;Sascha;1976;DIE LINKE;11;Schleswig-Holstein;4
;;;Thomas;Dr. Steffen;1965;PIRATEN;;Brandenburg;2
;;;Thorau;Heinz;1954;Tierschutz;;Hessen;10
;;;Thorwart;Liane;1970;VIOLETTEN;254;Bayern;2
;;;Throne;Fritz;1958;ödp;;Bayern;35
;;;Thümmel;Udo;1956;REP;;Rheinland-Pfalz;6
;;;Thul;Hans Peter;1948;CDU;47;Niedersachsen;18
;;;Thul;Sebastian;1980;SPD;;Saarland;9
;;;Tickert;Rolf;1955;MLPD;;Saarland;3
;;;Tiede;Richard;1942;RRP;37;Niedersachsen;7
;;;Tiefensee;Wolfgang Erwin Bernhard;1955;SPD;154;Sachsen;1
;;;Tietz;Marcus;1978;NPD;9;;
;;;Tigges-Friedrichs;Martina;1967;FDP;47;Niedersachsen;12
;;;Tillmann;Antje;1964;CDU;193;Thüringen;2
;;;Timm;Martin;1957;DKP;;Berlin;9
;;;Timmermann-Fechter;Astrid;1963;CDU;123;Nordrhein-Westfalen;40
;;;Tischner;Markus Albert;1972;CSU;;Bayern;56
;;;Tittmann;Dirk;1980;NPD;126;;
;;;Tjarks;Anjes;1981;GRÜNE;23;Hamburg;4
;;;Todtenhausen;Manfred;1950;FDP;103;Nordrhein-Westfalen;22
;;;Tönhardt;Manuela;1952;NPD;87;Berlin;3
;;;Töpfer;Edeltraut;1949;CDU;87;Berlin;9
;;;Tören;Serkan;1972;FDP;31;Niedersachsen;8
;;;Tolksdorf;Stefan;1979;BüSo;86;Berlin;5
;;;Toncar;Florian;1979;FDP;260;Baden-Württemberg;8
;;;Topka;Bernd;1966;ödp;288;;
;;;Tornau;Birgit;1958;CDU;;Nordrhein-Westfalen;56
;;;Träger;Stefan;1988;NPD;68;;
;;;Träxler;Gerhard;1938;BP;;Bayern;46
;;;Tralau;Gesa;1969;SPD;10;Schleswig-Holstein;7
;;;Trautsch;Patrick;1980;NPD;196;;
;;;Trendelenburg;Angelika;1957;MLPD;;Sachsen-Anhalt;6
;;;Trenkenschuh;Victor;1937;;98;;
;;;Trenkle;Heiko;1991;REP;281;Baden-Württemberg;6
;;;Tressel;Markus;1977;GRÜNE;;Saarland;1
;;;Trinklein;Gert;1949;FDP;;Hessen;26
;;;Trittin;Jürgen;1954;GRÜNE;54;Niedersachsen;2
;;;Trobentar;Jürgen;1950;CSU;;Bayern;35
;;;Troff-Schaffarzyk;Anja Gerlinde;1969;SPD;;Niedersachsen;54
;;;Troost;Dr. Axel;1954;DIE LINKE;155;Sachsen;2
;;;Trost;Andreas;1981;BüSo;;Sachsen;14
;;;Tybussek;Artur;1958;CDU;96;Nordrhein-Westfalen;47
;;;Überheim;Ralf;1961;FDP;45;Niedersachsen;19
;;;Ufermann-Schützinger;Reinhild;1953;NPD;270;;
;;;Uhl;Dr. Hans-Peter;1944;CSU;221;Bayern;19
;;;Uhland;Knuth;1966;FDP;36;Niedersachsen;26
;;;Uhlemann;Jonny Peter;1965;REP;;Sachsen;7
;;;Uldahl;Peter;1963;GRÜNE;213;;
;;;Ullmann;Walter;1939;REP;;Hessen;11
;;;Ullrich;Joachim;1946;RRP;219;;
;;;Ulmer;Manfred;1943;RRP;;Niedersachsen;11
;;;Ulrich;Alexander;1971;DIE LINKE;210;Rheinland-Pfalz;1
;;;Ulrich;Günter;1943;NPD;182;;
;;;Ulusoy;Sultan;1968;;275;;
;;;Unfried;Harald;1964;SPD;228;Bayern;21
;;;Unger;Dr. Frank-Uwe;1964;FWD;;Brandenburg;2
;;;Unruh;Joachim-Friedrich;1952;FDP;240;Bayern;41
;;;Urbansky;Karin;1970;CDU;;Baden-Württemberg;49
;;;Urbat;Stefan;1965;PIRATEN;258;Baden-Württemberg;4
;;;Utz;Herbert;1966;;218;;
;;;Vaatz;Arnold Eugen Hugo;1955;CDU;161;Sachsen;2
;;;Vachenauer;Dr. Wilhelm;1949;ödp;256;Bayern;36
;;;Vahlberg;Richard Ludwig Heinrich Karl;1931;NPD;243;;
;;;Valenta;Philipp;1981;NPD;72;Sachsen-Anhalt;8
;;;Vanek;Ulrich;1947;DIE LINKE;34;;
;;;Veit;Rüdiger;1949;SPD;174;Hessen;4
;;;Veithen;Valentin;1946;DIE LINKE;91;;
;;;Veltens;Angelo;1985;PIRATEN;;Rheinland-Pfalz;1
;;;Veltens;Ansgar;1960;PIRATEN;;Rheinland-Pfalz;4
;;;Vennemann;Benedikt Josef;1970;FDP;102;Nordrhein-Westfalen;50
;;;Vetter;Günter;1952;RRP;;Niedersachsen;12
;;;Viefeld;Marcus;1975;FDP;153;Sachsen;7
;;;Vierk;Thomas;1973;NPD;;Berlin;5
;;;Viesehon;Thomas;1973;CDU;168;Hessen;20
;;;Violka;Simone;1968;SPD;164;Sachsen;8
;;;Vischer;Regina;1957;GRÜNE;;Hessen;19
;;;Völker;Nico;1980;FDP;;Mecklenburg-Vorpommern;3
;;;Völlm;Hans-Dieter;1943;PBC;265;Baden-Württemberg;4
;;;Vogel;Alexander;1983;FDP;94;Nordrhein-Westfalen;24
;;;Vogel;Ines;1980;SPD;161;Sachsen;10
;;;Vogel;Johannes;1982;FDP;150;Nordrhein-Westfalen;16
;;;Vogel;Michael;1970;PIRATEN;;Hamburg;1
;;;Vogel;Sebastian;1979;SPD;165;Sachsen;14
;;;Vogel;Volkmar;1959;CDU;195;Thüringen;3
;;;Vogel-Vitzthum;Susanne;1960;DIE LINKE;;Schleswig-Holstein;5
;;;Vogelsänger;Jörg;1964;SPD;64;Brandenburg;7
;;;Vogelsang;Stefanie;1966;CDU;83;Berlin;3
;;;Vogler;Kathrin;1963;DIE LINKE;129;Nordrhein-Westfalen;11
;;;Vogt;Karl-Edmund;1944;ödp;189;Thüringen;1
;;;Vogt;Ute;1964;SPD;258;Baden-Württemberg;1
;;;Vogtländer;Arend;1972;PIRATEN;;Bremen;3
;;;Voigt;Udo;1952;NPD;85;Berlin;1
;;;Volk;Christian;1980;CDU;;Baden-Württemberg;40
;;;Volk;Dr. Daniel;1970;FDP;221;Bayern;7
;;;Volkmar;Timo;1980;PIRATEN;;Saarland;5
;;;Volkmer;Dr. Eva Marlies;1947;SPD;160;Sachsen;2
;;;Volmering;Sven;1976;CDU;126;Nordrhein-Westfalen;28
;;;Volosinovszky;Margit-Szu;1955;Tierschutz;;Bayern;4
;;;Vorberger;Rolf;1950;RRP;50;;
;;;Vorländer;Christian;1973;SPD;220;Bayern;45
;;;Vorpahl;Franziska;1988;NPD;14;;
;;;Voß;Bernd;1954;GRÜNE;3;Schleswig-Holstein;8
;;;Voß;Hans-Joachim;1948;NPD;146;;
;;;Voß;Harry Otto Adolf;1953;DIE LINKE;2;;
;;;Voß;Johanna Regina;1957;DIE LINKE;38;Niedersachsen;7
;;;Voß;Renate;1943;MLPD;14;Mecklenburg-Vorpommern;2
;;;Voß;Sylvia;1954;DIE LINKE;;Brandenburg;10
;;;Voßbeck-Kayser;Christel Hedwig Ernestine;1961;CDU;151;Nordrhein-Westfalen;33
;;;Voßhoff;Andrea;1958;CDU;61;Brandenburg;3
;;;Voßkühler;Karl;1981;DIE LINKE;206;Rheinland-Pfalz;6
;;;Vrankaj;Daniela;1980;NPD;178;;
;;;Vries de;Christoph;1974;CDU;;Hamburg;5
;;;Vries de;Kees;1955;CDU;72;Sachsen-Anhalt;3
;;;Vuranoglu;Mehmet Ali;1959;MLPD;;Bayern;11
;;;Wachs;Heinrich;1968;NPD;;Saarland;4
;;;Wadephul;Dr. Johann David;1963;CDU;4;Schleswig-Holstein;1
;;;Wächter;Cassandra;1986;NPD;144;;
;;;Wagener;Horst;1937;NPD;25;;
;;;Wagenknecht-Niemeyer;Sarah;1969;DIE LINKE;108;Nordrhein-Westfalen;5
;;;Wagner;Adi;1952;SPD;;Saarland;5
;;;Wagner;Arfst;1954;GRÜNE;;Schleswig-Holstein;4
;;;Wagner;Brigitte;1947;REP;;Mecklenburg-Vorpommern;2
;;;Wagner;Daniela;1957;GRÜNE;186;Hessen;5
;;;Wagner;Gerhard;1939;Volksabst.;;Nordrhein-Westfalen;2
;;;Wagner;Karla;1957;SPD;;Saarland;11
;;;Wagner;Kay;1984;ödp;;Berlin;5
;;;Wagner;Kurt;1937;CDU;;Baden-Württemberg;53
;;;Wagner;Regina;1964;CDU;;Baden-Württemberg;27
;;;Wagner;Sascha;1972;NPD;210;;
;;;Wagner;Susanne;1953;MLPD;;Thüringen;6
;;;Wagschal;Monika;1954;SPD;;Brandenburg;10
;;;Waitz;Christoph;1960;FDP;155;;
;;;Walde;Ingo Peter;1945;NPD;;Sachsen-Anhalt;3
;;;Walden;Björn;1983;SPD;205;Rheinland-Pfalz;14
;;;Waldheim;Silvio;1960;NPD;275;;
;;;Waldheim;Thomas;1960;DIE LINKE;68;;
;;;Waldow;Michael;1971;;18;;
;;;Walesch;Stefan;1988;PIRATEN;;Sachsen-Anhalt;4
;;;Wallbraun;Kirsten;1962;ödp;137;Nordrhein-Westfalen;2
;;;Wallenstein;Dr. Gabriele Anna;1947;MLPD;;Brandenburg;1
;;;Wallenstein;Klaus;1943;MLPD;115;Nordrhein-Westfalen;15
;;;Walser;Max D.;1952;BP;252;;
;;;Walter;Bruno;1961;VIOLETTEN;;Bayern;1
;;;Walter;Helmut;1952;NPD;30;;
;;;Walter;Markus;1975;NPD;211;;
;;;Walter;Uli;1945;FDP;291;Baden-Württemberg;30
;;;Walter von;Mechthild;1939;ödp;221;Bayern;1
;;;Walter-Rosenheimer;Beate;1964;GRÜNE;216;Bayern;11
;;;Walther;Claudia;1963;SPD;;Nordrhein-Westfalen;44
;;;Wandersleb;Leo;1977;PIRATEN;;Bayern;4
;;;Wanderwitz;Marco;1975;CDU;164;;
;;;Wandl;Dr. Joseph;1950;DIE LINKE;229;;
;;;Wantscha;Franz-Markus;1948;BüSo;;Bayern;19
;;;Wasner-Sommer;Cornelia Maria;1965;CSU;;Bayern;36
;;;Wasserhövel;Karl-Josef;1962;SPD;85;;
;;;Wawzyniak;Halina;1973;DIE LINKE;84;Berlin;5
;;;Weber;Andreas;1980;BüSo;;Hessen;2
;;;Weber;Andreas;1979;CDU;;Niedersachsen;47
;;;Weber;Bernd;1979;SPD;;Saarland;10
;;;Weber;Erwin Willi;1947;;101;;
;;;Weber;Florian;1963;BP;223;Bayern;1
;;;Weber;Karin;1951;MLPD;;Hessen;5
;;;Weber;Matthias;1985;FDP;;Hessen;40
;;;Weber;Patrick;1983;NPD;191;Thüringen;4
;;;Weber;Peter;1949;ödp;;Rheinland-Pfalz;12
;;;Weber;Volker Helmut;1962;FDP;196;;
;;;Weckner-Lömm;Elke;1958;FDP;75;;
;;;Wedel;Dirk;1974;FDP;106;Nordrhein-Westfalen;45
;;;Wedelstaedt von;Dr. Christina- Elisabeth;1965;CDU;;Schleswig-Holstein;21
;;;Wefes;Bastian Immanuel;1982;DIE LINKE;105;;
;;;Wegele;Maximilian Anton;1966;ödp;255;Bayern;11
;;;Wegener;Daniela;1974;NPD;148;;
;;;Wegener;Gunnar;1953;SPD;;Niedersachsen;56
;;;Wegmann;Sabine Barbara;1952;DIE LINKE;;Niedersachsen;20
;;;Wegner;Kai Peter;1972;CDU;79;Berlin;5
;;;Wehner;Jürgen;1965;NPD;264;;
;;;Wehrend;Sven;1987;PIRATEN;;Berlin;4
;;;Weible;Dr. Ingrid;1947;MLPD;;Baden-Württemberg;4
;;;Weide;Hans;1937;ADM;;Baden-Württemberg;1
;;;Weidner;Michael;1948;MLPD;289;;
;;;Weiershäuser;Heiko;1963;SPD;;Hessen;33
;;;Weigand;Nils;1976;FDP;171;Hessen;16
;;;Weigel;Andreas;1964;SPD;166;Sachsen;7
;;;Weigel;Florian;1988;CDU;;Bremen;6
;;;Weigl;Anton;1963;BP;;Bayern;48
;;;Weigle;Sebastian;1978;SPD;289;Baden-Württemberg;25
;;;Weil;Rüdiger;1977;SPD;;Hessen;26
;;;Weiland;Gerd;1950;;43;;
;;;Weiland;Stephan;1985;CDU;;Thüringen;14
;;;Weinberg;Harald;1957;DIE LINKE;244;Bayern;4
;;;Weinberg;Marcus;1967;CDU;20;Hamburg;3
;;;Weinfurtner;Angelika;1959;SPD;;Niedersachsen;53
;;;Weinlich;Peter;1977;FDP;245;Bayern;32
;;;Weinmann;Ingrid;1942;BP;;Bayern;49
;;;Weinsziehr;Wolfgang;1943;RRP;49;;
;;;Weishäupl;Günther;1967;DVU;;Bayern;1
;;;Weispfenning;Peter Georg;1967;MLPD;142;;
;;;Weiß;Christian;1960;DKP;;Berlin;14
;;;Weiß;Emmi Paula;1935;FDP;;Bayern;36
;;;Weiß;Peter;1956;CDU;283;;
;;;Weiß;Robert;1971;ödp;;Rheinland-Pfalz;15
;;;Weiss;Sabine Katharina;1958;CDU;114;Nordrhein-Westfalen;24
;;;Weiß;Wolfgang;1961;GRÜNE;238;;
;;;Weissleder;Dirk;1969;FDP;48;Niedersachsen;15
;;;Weitenhagen;Felix;1977;MLPD;79;Berlin;2
;;;Weiter;Gabriele;1957;ödp;;Rheinland-Pfalz;14
;;;Welk;Norbert;1964;PIRATEN;259;;
;;;Welke;Lukas Volkmar;1955;;161;;
;;;Wellenreuther;Ingo;1959;CDU;271;Baden-Württemberg;6
;;;Wellmann;Karl-Georg;1952;CDU;80;Berlin;2
;;;Wellmann;Sigrid;1958;Die Tierschutzpartei;176;;
;;;Welzhofer;Alfred Wilhelm;1961;PIRATEN;;Thüringen;7
;;;Wenck;Prof. Dr. Helmut Adolph Wilhelm;1935;CDU;;Nordrhein-Westfalen;57
;;;Wende;Willi Kurt;1947;;85;;
;;;Wendl;Michael;1950;DIE LINKE;220;Bayern;12
;;;Wendlandt;Katrin;1968;REP;;Brandenburg;4
;;;Wendt;Marian;1985;CDU;;Sachsen;10
;;;Wendt-Kleinberg;Walter;1948;DIE LINKE;145;;
;;;Weng;Martin;1978;CDU;;Baden-Württemberg;25
;;;Wengelinski;Karsten;1963;REP;;Mecklenburg-Vorpommern;1
;;;Wengenroth;Elvira;1961;PBC;;Rheinland-Pfalz;7
;;;Wenghöfer;Jörg;1964;SPD;;Schleswig-Holstein;23
;;;Wennmacher;Felizitas;1952;DIE LINKE;109;Nordrhein-Westfalen;32
;;;Werlberger;Renate;1955;NPD;220;;
;;;Werle;Elisabeth;1962;VIOLETTEN;;Baden-Württemberg;9
;;;Werner;Daniel;1977;SPD;155;Sachsen;13
;;;Werner;Elsbeth;1945;VIOLETTEN;;Baden-Württemberg;11
;;;Werner;Karsten;1984;BüSo;154;Sachsen;5
;;;Werner;Katrin;1973;DIE LINKE;204;Rheinland-Pfalz;3
;;;Wersing;Reinhard;1940;ödp;;Nordrhein-Westfalen;4
;;;Wesener;Gudrun Elisabeth;1959;MLPD;;Sachsen;8
;;;Wesner;Claudia;1971;CDU;;Hessen;38
;;;Wessel;Herbert;1951;DIE LINKE;132;;
;;;Weßlau;Dr. Dirk;1961;;60;;
;;;Weßling;Claudia Hannelore;1985;SPD;;Bayern;49
;;;Westermayer;Waldemar;1953;CDU;;Baden-Württemberg;20
;;;Westerwelle;Dr. Guido;1961;FDP;97;Nordrhein-Westfalen;1
;;;Westfehling;Angela;1956;FDP;;Hamburg;5
;;;Westphal;Benjamin;1988;PIRATEN;;Sachsen-Anhalt;5
;;;Westphely;Maaret;1974;GRÜNE;43;;
;;;Wettlaufer;Wolfgang;1948;ödp;;Baden-Württemberg;12
;;;Wetzel;Dr. Margrit;1950;SPD;31;Niedersachsen;23
;;;Wetzelsberger;Hans;1949;RRP;;Bayern;11
;;;Whittaker;Kai;1985;CDU;;Baden-Württemberg;28
;;;Wichmann;Matthias;1973;NPD;86;Berlin;8
;;;Wichtel;Peter;1949;CDU;185;Hessen;12
;;;Wicklein;Andrea;1958;SPD;62;Brandenburg;4
;;;Widder;Jürgen;1973;NPD;294;;
;;;Widmann-Mauz;Annette;1966;CDU;290;Baden-Württemberg;4
;;;Wiechmann;Hans-Gerd;1949;DVU;;Niedersachsen;1
;;;Wieck;Christel;1958;FDP;;Rheinland-Pfalz;23
;;;Wieczorek-Zeul;Heidemarie;1942;SPD;179;Hessen;1
;;;Wiedemeyer;Cornelia;1961;SPD;;Bremen;2
;;;Wiederstein;Volker;1965;PBC;;Rheinland-Pfalz;5
;;;Wiefelspütz;Dr. Dieter;1946;SPD;146;Nordrhein-Westfalen;45
;;;Wiegenstein;Daniel;1958;MLPD;70;Sachsen-Anhalt;7
;;;Wiegräfe;Dieter August Karl;1935;DVU;;Niedersachsen;4
;;;Wieland;Wolfgang;1948;GRÜNE;76;Berlin;2
;;;Wiemer;Margarete;1954;DIE LINKE;182;;
;;;Wiemers;Christoph;1973;FDP;137;;
;;;Wienzek;Roberto;1983;BüSo;;Sachsen;4
;;;Wieschke;Patrick;1981;NPD;190;Thüringen;2
;;;Wiese;Heinz;1945;CDU;;Baden-Württemberg;15
